row_index,classe_real,predicao,fold
10629,c5,c5,1
10630,c1,c1,1
10631,c1,c234,0
10632,c5,c234,3
10633,c5,c234,4
10634,c1,c1,0
10635,c234,c1,4
10636,c234,c1,4
10637,c5,c5,4
10638,c234,c234,1
10639,c234,c5,2
10640,c234,c234,2
10641,c1,c1,0
10642,c1,c1,1
10643,c234,c234,3
10644,c234,c1,4
10645,c5,c5,0
10646,c5,c234,4
10647,c1,c234,4
10648,c1,c1,1
10649,c1,c1,1
10650,c5,c234,2
10651,c5,c1,1
10652,c1,c234,3
10653,c234,c5,4
10654,c1,c1,1
10655,c1,c5,3
10656,c1,c234,0
10657,c5,c5,3
10658,c1,c1,4
10659,c1,c234,2
10660,c1,c1,2
10661,c234,c1,2
10662,c5,c1,2
10663,c234,c1,0
10664,c5,c1,3
10665,c5,c5,0
10666,c234,c1,4
10667,c5,c5,1
10668,c1,c234,0
10669,c234,c1,3
10670,c1,c5,3
10671,c1,c234,2
10672,c5,c1,0
10673,c234,c1,1
10674,c5,c234,4
10675,c1,c1,1
10676,c1,c234,4
10677,c1,c1,2
10678,c1,c1,2
10679,c234,c1,0
10680,c5,c5,2
10681,c234,c1,4
10682,c5,c5,4
10683,c5,c234,1
10684,c234,c234,3
10685,c234,c1,1
10686,c1,c1,3
10687,c1,c1,1
10688,c1,c1,3
10689,c234,c234,0
10690,c1,c234,4
10691,c234,c5,2
10692,c234,c234,2
10693,c234,c234,3
10694,c5,c5,3
10695,c234,c234,3
10696,c234,c1,2
10697,c234,c234,3
10698,c5,c5,2
10699,c234,c5,3
10700,c234,c1,4
10701,c1,c5,2
10702,c234,c234,2
10703,c5,c1,1
10704,c234,c5,4
10705,c1,c234,1
10706,c5,c1,3
10707,c5,c5,0
10708,c5,c234,4
10709,c1,c1,1
10710,c1,c1,1
10711,c234,c5,3
10712,c1,c234,1
10713,c5,c5,4
10714,c1,c234,4
10715,c5,c5,0
10716,c234,c234,4
10717,c5,c5,3
10718,c1,c1,1
10719,c5,c5,1
10720,c1,c1,2
10721,c1,c234,3
10722,c1,c234,1
10723,c234,c5,4
10724,c5,c5,1
10725,c234,c1,2
10726,c234,c5,2
10727,c234,c1,0
10728,c1,c234,4
10729,c5,c1,2
10730,c234,c1,0
10731,c234,c1,2
10732,c1,c1,3
10733,c234,c234,0
10734,c234,c1,2
10735,c234,c234,4
10736,c5,c5,2
10737,c234,c1,3
10738,c234,c234,3
10739,c5,c5,0
10740,c1,c5,0
10741,c1,c5,4
10742,c234,c234,3
10743,c1,c1,3
10744,c234,c1,2
10745,c234,c5,1
10746,c5,c1,4
10747,c5,c234,4
10748,c234,c5,2
10749,c234,c234,0
10750,c1,c234,4
10751,c1,c234,1
10752,c5,c5,0
10753,c1,c5,4
10754,c1,c234,1
10755,c234,c234,0
10756,c1,c1,2
10757,c1,c234,1
10758,c5,c5,3
10759,c5,c5,2
10760,c1,c5,3
10761,c234,c234,0
10762,c1,c1,3
10763,c234,c1,3
10764,c5,c1,2
10765,c234,c1,0
10766,c5,c5,2
10767,c1,c5,3
10768,c1,c234,4
10769,c234,c5,4
10770,c234,c1,3
10771,c234,c5,3
10772,c1,c1,1
10773,c5,c234,1
10774,c234,c1,3
10775,c234,c234,1
10776,c234,c5,3
10777,c1,c5,3
10778,c5,c1,4
10779,c234,c1,0
10780,c234,c234,4
10781,c234,c1,2
10782,c234,c5,4
10783,c5,c5,2
10784,c234,c1,1
10785,c5,c5,1
10786,c234,c234,4
10787,c1,c1,3
10788,c5,c5,1
10789,c1,c234,0
10790,c1,c1,2
10791,c5,c234,1
10792,c5,c1,4
10793,c234,c234,0
10794,c234,c5,2
10795,c1,c1,2
10796,c5,c234,4
10797,c234,c1,2
10798,c1,c234,1
10799,c234,c234,0
10800,c234,c1,2
10801,c1,c234,3
10802,c5,c5,4
10803,c1,c1,2
10804,c1,c234,4
10805,c234,c234,4
10806,c234,c234,0
10807,c234,c5,4
10808,c1,c234,3
10809,c234,c234,1
10810,c234,c1,0
10811,c234,c5,1
10812,c234,c234,4
10813,c1,c1,3
10814,c234,c1,2
10815,c1,c1,3
10816,c234,c234,2
10817,c234,c234,2
10818,c5,c234,4
10819,c234,c234,4
10820,c1,c1,3
10821,c5,c234,1
10822,c5,c5,3
10823,c1,c234,3
10824,c1,c5,4
10825,c5,c5,2
10826,c1,c1,4
10827,c234,c234,4
10828,c5,c234,3
10829,c5,c234,2
10830,c234,c5,4
10831,c234,c234,2
10832,c234,c234,1
10833,c5,c5,2
10834,c5,c1,4
10835,c1,c5,0
10836,c5,c234,4
10837,c1,c5,1
10838,c234,c5,1
10839,c5,c5,0
10840,c5,c234,1
10841,c1,c234,3
10842,c234,c234,4
10843,c1,c5,3
10844,c234,c1,0
10845,c1,c1,3
10846,c5,c5,1
10847,c1,c5,3
10848,c5,c1,2
10849,c1,c1,3
10850,c1,c234,0
10851,c234,c5,0
10852,c234,c5,2
10853,c234,c1,0
10854,c1,c1,1
10855,c234,c234,0
10856,c1,c234,1
10857,c234,c1,1
10858,c1,c234,2
10859,c1,c234,1
10860,c234,c234,1
10861,c5,c1,0
10862,c5,c5,4
10863,c1,c5,4
10864,c234,c1,2
10865,c5,c5,2
10866,c1,c1,3
10867,c234,c234,3
10868,c5,c234,2
10869,c1,c5,2
10870,c1,c234,3
10871,c234,c5,2
10872,c5,c1,1
10873,c5,c1,1
10874,c234,c1,1
10875,c234,c5,4
10876,c5,c1,2
10877,c1,c1,1
10878,c234,c5,4
10879,c5,c5,4
10880,c234,c234,1
10881,c234,c234,2
10882,c234,c234,3
10883,c1,c234,4
10884,c5,c5,0
10885,c234,c5,2
10886,c234,c1,1
10887,c1,c1,2
10888,c1,c5,0
10889,c5,c5,0
10890,c234,c1,1
10891,c234,c5,2
10892,c1,c5,4
10893,c5,c234,1
10894,c1,c1,4
10895,c5,c234,4
10896,c5,c1,0
10897,c1,c5,0
10898,c5,c5,1
10899,c1,c234,2
10900,c234,c234,0
10901,c234,c5,4
10902,c5,c1,2
10903,c5,c5,0
10904,c234,c5,2
10905,c5,c5,1
10906,c234,c1,4
10907,c5,c234,1
10908,c5,c234,1
10909,c1,c5,1
10910,c5,c5,0
10911,c5,c1,3
10912,c5,c5,2
10913,c234,c1,4
10914,c234,c1,3
10915,c1,c234,0
10916,c234,c5,1
10917,c234,c234,1
10918,c1,c234,4
10919,c5,c5,3
10920,c1,c5,4
10921,c234,c234,4
10922,c5,c234,1
10923,c234,c1,3
10924,c1,c5,1
10925,c234,c1,4
10926,c1,c5,1
10927,c234,c234,3
10928,c234,c1,3
10929,c234,c5,3
10930,c1,c1,2
10931,c234,c234,1
10932,c5,c5,0
10933,c1,c1,0
10934,c1,c1,1
10935,c1,c5,4
10936,c234,c5,0
10937,c1,c1,4
10938,c234,c5,3
10939,c5,c234,1
10940,c234,c234,2
10941,c5,c1,3
10942,c1,c234,0
10943,c5,c1,0
10944,c5,c5,4
10945,c234,c234,0
10946,c234,c1,4
10947,c5,c1,1
10948,c234,c1,0
10949,c234,c1,0
10950,c1,c5,4
10951,c1,c234,0
10952,c5,c234,1
10953,c1,c5,0
10954,c234,c1,3
10955,c1,c234,3
10956,c234,c5,3
10957,c234,c5,1
10958,c234,c5,0
10959,c234,c1,1
10960,c234,c1,0
10961,c1,c234,4
10962,c1,c1,1
10963,c5,c1,0
10964,c234,c1,2
10965,c1,c234,0
10966,c1,c1,4
10967,c1,c234,2
10968,c234,c234,2
10969,c234,c234,1
10970,c1,c1,3
10971,c234,c234,2
10972,c234,c234,3
10973,c5,c1,0
10974,c234,c234,1
10975,c5,c5,0
10976,c1,c5,0
10977,c1,c1,3
10978,c1,c1,3
10979,c5,c5,3
10980,c234,c234,3
10981,c5,c5,4
10982,c1,c1,0
10983,c234,c234,2
10984,c1,c5,1
10985,c5,c5,0
10986,c5,c234,3
10987,c5,c5,3
10988,c5,c5,1
10989,c5,c1,3
10990,c234,c5,2
10991,c5,c5,1
10992,c1,c1,1
10993,c234,c1,4
10994,c234,c5,3
10995,c1,c234,2
10996,c1,c234,3
10997,c234,c1,1
10998,c1,c234,1
10999,c5,c5,1
11000,c1,c234,1
11001,c234,c234,0
11002,c5,c5,2
11003,c1,c1,1
11004,c234,c1,1
11005,c234,c5,0
11006,c5,c1,0
11007,c1,c5,0
11008,c5,c5,0
11009,c5,c234,4
11010,c234,c234,0
11011,c1,c1,2
11012,c5,c5,3
11013,c234,c1,3
11014,c234,c234,2
11015,c234,c5,0
11016,c1,c1,0
11017,c5,c5,1
11018,c5,c5,4
11019,c5,c5,0
11020,c5,c5,2
11021,c5,c1,3
11022,c1,c234,4
11023,c1,c1,2
11024,c1,c1,0
11025,c5,c234,4
11026,c234,c234,2
11027,c5,c234,3
11028,c5,c1,4
11029,c5,c234,2
11030,c5,c1,2
11031,c1,c1,1
11032,c5,c234,3
11033,c1,c5,1
11034,c5,c1,3
11035,c234,c1,2
11036,c234,c1,4
11037,c5,c234,1
11038,c234,c1,3
11039,c234,c1,4
11040,c5,c5,1
11041,c234,c1,4
11042,c234,c1,2
11043,c1,c5,1
11044,c1,c1,2
11045,c234,c5,0
11046,c1,c1,3
11047,c5,c234,1
11048,c234,c234,0
11049,c234,c5,1
11050,c234,c1,4
11051,c234,c1,3
11052,c5,c5,3
11053,c5,c1,0
11054,c1,c1,3
11055,c5,c1,2
11056,c1,c234,2
11057,c5,c5,4
11058,c1,c1,2
11059,c234,c234,2
11060,c1,c1,2
11061,c5,c1,1
11062,c5,c234,0
11063,c5,c234,2
11064,c234,c1,1
11065,c5,c234,0
11066,c234,c1,0
11067,c234,c5,0
11068,c5,c5,0
11069,c5,c234,2
11070,c5,c1,4
11071,c5,c5,3
11072,c234,c1,3
11073,c5,c5,1
11074,c234,c234,0
11075,c5,c1,0
11076,c1,c1,2
11077,c1,c1,0
11078,c1,c1,1
11079,c1,c5,2
11080,c5,c1,1
11081,c5,c5,1
11082,c234,c234,1
11083,c1,c1,3
11084,c5,c1,3
11085,c1,c1,2
11086,c234,c1,0
11087,c5,c234,3
11088,c234,c1,3
11089,c5,c234,1
11090,c1,c234,2
11091,c1,c1,3
11092,c5,c234,1
11093,c1,c1,2
11094,c1,c1,0
11095,c1,c1,0
11096,c1,c1,0
11097,c1,c234,3
11098,c5,c1,4
11099,c1,c1,2
11100,c234,c5,0
11101,c1,c5,4
11102,c5,c5,3
11103,c234,c1,0
11104,c5,c5,4
11105,c5,c1,0
11106,c1,c5,4
11107,c5,c1,3
11108,c5,c5,0
11109,c1,c1,2
11110,c5,c234,3
11111,c5,c234,0
11112,c234,c1,2
11113,c234,c5,0
11114,c1,c5,4
11115,c1,c5,1
11116,c234,c234,2
11117,c5,c5,1
11118,c234,c234,4
11119,c1,c5,3
11120,c5,c5,3
11121,c234,c5,2
11122,c234,c5,0
11123,c1,c5,2
11124,c1,c1,0
11125,c234,c5,2
11126,c234,c234,2
11127,c1,c1,2
11128,c234,c1,2
11129,c5,c5,4
11130,c1,c5,2
11131,c5,c1,1
11132,c1,c1,2
11133,c5,c1,1
11134,c5,c234,1
11135,c1,c1,4
11136,c1,c5,2
11137,c1,c234,3
11138,c1,c5,4
11139,c5,c5,0
11140,c234,c5,4
11141,c1,c1,1
11142,c1,c1,1
11143,c1,c1,4
11144,c234,c234,3
11145,c5,c234,2
11146,c1,c234,3
11147,c5,c234,3
11148,c234,c5,3
11149,c234,c5,0
11150,c5,c234,4
11151,c1,c234,0
11152,c5,c234,3
11153,c1,c5,2
11154,c1,c234,4
11155,c1,c234,1
11156,c5,c234,2
11157,c5,c234,3
11158,c5,c234,0
11159,c1,c234,2
11160,c234,c1,2
11161,c1,c1,4
11162,c234,c234,1
11163,c5,c5,3
11164,c5,c1,2
11165,c234,c234,0
11166,c5,c234,0
11167,c1,c1,0
11168,c1,c234,0
11169,c1,c1,1
11170,c5,c1,2
11171,c5,c234,3
11172,c234,c234,0
11173,c234,c5,2
11174,c5,c1,1
11175,c1,c1,3
11176,c1,c1,2
11177,c5,c5,1
11178,c5,c234,1
11179,c5,c5,1
11180,c234,c1,4
11181,c1,c5,0
11182,c5,c1,2
11183,c234,c234,4
11184,c1,c234,0
11185,c234,c5,3
11186,c1,c1,4
11187,c1,c5,4
11188,c5,c5,3
11189,c234,c5,4
11190,c1,c5,0
11191,c234,c1,3
11192,c5,c234,0
11193,c1,c1,4
11194,c1,c234,2
11195,c1,c1,4
11196,c234,c1,3
11197,c1,c1,2
11198,c5,c5,2
11199,c1,c1,1
11200,c234,c1,2
11201,c5,c5,1
11202,c1,c234,3
11203,c5,c234,3
11204,c234,c234,0
11205,c5,c5,3
11206,c1,c1,4
11207,c1,c1,2
11208,c5,c5,1
11209,c234,c234,3
11210,c234,c234,0
11211,c1,c234,2
11212,c1,c234,2
11213,c234,c1,4
11214,c234,c1,3
11215,c234,c234,1
11216,c234,c234,3
11217,c1,c1,1
11218,c5,c5,3
11219,c234,c1,0
11220,c234,c5,2
11221,c234,c5,4
11222,c5,c5,3
11223,c5,c1,1
11224,c1,c1,4
11225,c234,c5,0
11226,c1,c234,3
11227,c1,c234,1
11228,c234,c5,4
11229,c1,c1,3
11230,c1,c5,4
11231,c234,c234,3
11232,c5,c1,0
11233,c5,c5,1
11234,c234,c1,4
11235,c234,c234,1
11236,c1,c1,2
11237,c5,c5,0
11238,c1,c1,3
11239,c5,c234,1
11240,c1,c1,3
11241,c1,c234,4
11242,c5,c1,2
11243,c234,c5,4
11244,c234,c1,3
11245,c5,c5,1
11246,c5,c5,2
11247,c1,c1,0
11248,c5,c5,0
11249,c1,c234,2
11250,c1,c5,2
11251,c5,c5,0
11252,c234,c5,1
11253,c1,c1,1
11254,c1,c234,3
11255,c1,c1,0
11256,c1,c1,4
11257,c5,c5,0
11258,c1,c1,0
11259,c5,c5,1
11260,c5,c5,2
11261,c1,c234,3
11262,c1,c234,0
11263,c5,c5,2
11264,c234,c234,4
11265,c1,c5,4
11266,c1,c1,3
11267,c1,c234,2
11268,c1,c5,4
11269,c234,c1,4
11270,c234,c234,4
11271,c234,c234,3
11272,c234,c5,3
11273,c234,c5,3
11274,c5,c234,0
11275,c234,c1,3
11276,c234,c5,4
11277,c5,c5,0
11278,c5,c5,2
11279,c5,c5,0
11280,c1,c5,0
11281,c5,c234,4
11282,c234,c1,3
11283,c234,c234,2
11284,c5,c234,0
11285,c1,c1,2
11286,c5,c5,4
11287,c5,c5,3
11288,c5,c5,2
11289,c234,c1,2
11290,c5,c234,2
11291,c1,c1,2
11292,c5,c1,3
11293,c5,c5,4
11294,c1,c234,4
11295,c1,c1,2
11296,c1,c1,0
11297,c5,c234,4
11298,c1,c234,0
11299,c234,c234,4
11300,c234,c234,3
11301,c1,c234,0
11302,c5,c234,0
11303,c5,c1,0
11304,c1,c1,1
11305,c1,c1,0
11306,c1,c5,4
11307,c234,c234,4
11308,c234,c5,1
11309,c5,c234,2
11310,c234,c5,1
11311,c234,c1,1
11312,c234,c1,1
11313,c1,c1,3
11314,c1,c1,0
11315,c5,c234,2
11316,c234,c5,0
11317,c5,c1,3
11318,c234,c234,1
11319,c234,c234,4
11320,c234,c1,1
11321,c5,c5,0
11322,c234,c1,2
11323,c234,c5,4
11324,c5,c234,0
11325,c5,c5,0
11326,c234,c5,0
11327,c5,c5,2
11328,c234,c1,4
11329,c5,c234,1
11330,c1,c5,0
11331,c234,c5,2
11332,c234,c234,1
11333,c5,c1,2
11334,c1,c1,3
11335,c234,c234,1
11336,c234,c5,2
11337,c5,c234,2
11338,c5,c5,2
11339,c234,c1,0
11340,c1,c1,2
11341,c1,c234,2
11342,c234,c5,3
11343,c234,c1,0
11344,c5,c1,4
11345,c234,c1,2
11346,c5,c234,0
11347,c1,c1,2
11348,c5,c5,0
11349,c234,c5,2
11350,c5,c1,1
11351,c234,c5,3
11352,c5,c5,0
11353,c1,c1,4
11354,c5,c234,4
11355,c5,c5,2
11356,c5,c1,4
11357,c234,c1,1
11358,c1,c234,2
11359,c234,c5,4
11360,c234,c5,2
11361,c234,c234,2
11362,c234,c1,0
11363,c5,c234,2
11364,c1,c1,4
11365,c5,c1,4
11366,c1,c234,1
11367,c5,c234,2
11368,c1,c1,2
11369,c1,c234,3
11370,c234,c5,0
11371,c1,c234,1
11372,c5,c5,1
11373,c1,c234,3
11374,c1,c1,3
11375,c5,c234,0
11376,c1,c1,0
11377,c1,c1,3
11378,c1,c234,4
11379,c234,c1,4
11380,c1,c234,0
11381,c1,c1,2
11382,c1,c234,3
11383,c234,c234,1
11384,c1,c1,2
11385,c1,c5,1
11386,c1,c1,1
11387,c234,c234,0
11388,c1,c1,0
11389,c234,c5,2
11390,c1,c234,1
11391,c5,c5,2
11392,c1,c234,2
11393,c234,c234,1
11394,c234,c234,3
11395,c234,c234,4
11396,c5,c5,0
11397,c234,c234,1
11398,c234,c5,2
11399,c1,c1,4
11400,c1,c234,1
11401,c234,c5,3
11402,c5,c5,2
11403,c1,c1,2
11404,c1,c5,0
11405,c5,c5,0
11406,c1,c1,3
11407,c5,c5,1
11408,c234,c234,3
11409,c234,c234,2
11410,c1,c5,3
11411,c234,c1,2
11412,c234,c5,3
11413,c1,c1,1
11414,c234,c5,4
11415,c5,c234,3
11416,c1,c1,3
11417,c1,c5,1
11418,c1,c1,3
11419,c5,c1,1
11420,c1,c1,0
11421,c1,c1,0
11422,c234,c1,1
11423,c5,c234,1
11424,c1,c5,3
11425,c5,c5,0
11426,c1,c1,3
11427,c5,c5,1
11428,c234,c5,3
11429,c234,c1,3
11430,c5,c1,3
11431,c5,c234,1
11432,c234,c1,0
11433,c234,c234,2
11434,c5,c5,2
11435,c5,c234,0
11436,c234,c5,1
11437,c234,c234,3
11438,c1,c1,2
11439,c5,c234,4
11440,c234,c234,1
11441,c1,c1,4
11442,c1,c1,2
11443,c1,c234,4
11444,c5,c5,2
11445,c234,c5,1
11446,c1,c1,0
11447,c1,c234,0
11448,c5,c1,3
11449,c5,c5,1
11450,c5,c5,2
11451,c5,c234,0
11452,c5,c1,2
11453,c5,c1,3
11454,c1,c1,1
11455,c234,c5,4
11456,c5,c5,0
11457,c1,c234,1
11458,c234,c5,1
11459,c1,c234,1
11460,c1,c1,1
11461,c1,c234,1
11462,c5,c5,4
11463,c234,c234,3
11464,c234,c234,2
11465,c234,c234,0
11466,c5,c5,4
11467,c234,c234,0
11468,c1,c234,0
11469,c234,c5,4
11470,c5,c5,2
11471,c234,c5,3
11472,c234,c234,0
11473,c5,c5,3
11474,c234,c1,4
11475,c1,c1,4
11476,c1,c1,3
11477,c234,c1,2
11478,c1,c234,3
11479,c234,c1,0
11480,c1,c1,2
11481,c5,c1,1
11482,c234,c234,0
11483,c234,c5,0
11484,c5,c1,3
11485,c234,c5,1
11486,c1,c234,1
11487,c5,c5,3
11488,c5,c5,4
11489,c234,c5,2
11490,c1,c234,1
11491,c234,c234,0
11492,c234,c1,3
11493,c234,c5,2
11494,c1,c1,2
11495,c5,c5,2
11496,c234,c234,2
11497,c1,c234,0
11498,c234,c1,4
11499,c5,c5,2
11500,c234,c1,3
11501,c1,c1,3
11502,c1,c5,3
11503,c5,c5,3
11504,c234,c1,2
11505,c234,c234,2
11506,c5,c234,1
11507,c1,c5,4
11508,c234,c234,0
11509,c1,c1,1
11510,c5,c5,4
11511,c234,c5,1
11512,c1,c1,0
11513,c234,c234,2
11514,c1,c1,3
11515,c234,c234,3
11516,c5,c5,0
11517,c1,c1,1
11518,c5,c1,2
11519,c1,c1,2
11520,c234,c5,3
11521,c234,c5,2
11522,c5,c1,0
11523,c1,c5,4
11524,c5,c5,1
11525,c5,c234,4
11526,c1,c1,4
11527,c1,c234,0
11528,c234,c1,1
11529,c1,c1,2
11530,c1,c234,1
11531,c5,c1,0
11532,c234,c5,3
11533,c1,c234,2
11534,c5,c5,4
11535,c234,c234,1
11536,c5,c234,2
11537,c5,c234,3
11538,c5,c1,1
11539,c1,c234,0
11540,c234,c234,2
11541,c234,c1,4
11542,c234,c5,2
11543,c5,c5,1
11544,c234,c1,4
11545,c5,c1,3
11546,c234,c5,2
11547,c5,c234,2
11548,c1,c234,0
11549,c5,c5,1
11550,c5,c5,4
11551,c234,c234,1
11552,c1,c1,2
11553,c234,c1,0
11554,c234,c5,2
11555,c5,c5,4
11556,c1,c234,1
11557,c234,c5,4
11558,c5,c5,4
11559,c5,c1,2
11560,c1,c234,1
11561,c1,c1,3
11562,c1,c1,2
11563,c1,c1,1
11564,c234,c1,0
11565,c1,c5,2
11566,c234,c234,3
11567,c1,c1,1
11568,c234,c234,2
11569,c234,c234,4
11570,c234,c5,4
11571,c5,c5,4
11572,c5,c5,0
11573,c1,c5,2
11574,c5,c5,4
11575,c1,c1,0
11576,c1,c1,0
11577,c5,c1,0
11578,c234,c1,4
11579,c1,c1,4
11580,c5,c234,4
11581,c234,c234,1
11582,c234,c1,2
11583,c5,c1,2
11584,c5,c5,1
11585,c1,c1,4
11586,c234,c1,2
11587,c234,c5,2
11588,c1,c1,0
11589,c1,c234,1
11590,c5,c5,1
11591,c1,c1,0
11592,c1,c234,0
11593,c5,c234,4
11594,c5,c5,3
11595,c234,c1,0
11596,c1,c5,0
11597,c5,c5,0
11598,c234,c1,2
11599,c1,c234,2
11600,c1,c5,1
11601,c234,c5,2
11602,c1,c5,0
11603,c5,c1,1
11604,c1,c5,2
11605,c5,c5,4
11606,c5,c1,4
11607,c234,c1,1
11608,c1,c5,0
11609,c1,c5,4
11610,c1,c234,1
11611,c234,c234,2
11612,c1,c1,1
11613,c1,c1,2
11614,c1,c234,3
11615,c234,c5,4
11616,c5,c234,0
11617,c1,c1,2
11618,c234,c1,4
11619,c5,c1,4
11620,c5,c5,2
11621,c234,c234,2
11622,c1,c1,2
11623,c234,c1,1
11624,c234,c234,3
11625,c1,c1,2
11626,c5,c1,3
11627,c5,c5,0
11628,c5,c234,0
11629,c1,c234,3
11630,c1,c1,1
11631,c5,c5,2
11632,c5,c5,0
11633,c1,c234,1
11634,c5,c5,4
11635,c1,c234,2
11636,c5,c234,0
11637,c234,c1,3
11638,c1,c234,0
11639,c5,c234,1
11640,c234,c234,4
11641,c5,c5,1
11642,c234,c5,2
11643,c1,c1,2
11644,c1,c5,1
11645,c1,c234,2
11646,c5,c234,3
11647,c1,c5,2
11648,c5,c5,4
11649,c5,c5,3
11650,c234,c5,0
11651,c1,c234,2
11652,c5,c234,2
11653,c5,c234,0
11654,c5,c5,3
11655,c5,c1,0
11656,c5,c5,0
11657,c1,c1,4
11658,c1,c1,2
11659,c234,c234,2
11660,c234,c5,4
11661,c234,c1,3
11662,c1,c1,3
11663,c234,c234,4
11664,c234,c234,4
11665,c234,c1,3
11666,c5,c234,3
11667,c1,c234,2
11668,c1,c234,0
11669,c1,c234,1
11670,c5,c5,0
11671,c234,c234,4
11672,c1,c234,0
11673,c234,c5,0
11674,c234,c1,1
11675,c234,c1,0
11676,c5,c234,2
11677,c234,c234,2
11678,c5,c5,2
11679,c1,c5,4
11680,c1,c1,3
11681,c234,c1,3
11682,c234,c234,1
11683,c5,c1,0
11684,c5,c5,4
11685,c234,c5,1
11686,c5,c5,3
11687,c234,c1,3
11688,c234,c234,2
11689,c1,c234,3
11690,c234,c1,0
11691,c5,c5,1
11692,c1,c234,1
11693,c234,c234,2
11694,c234,c234,1
11695,c234,c234,1
11696,c234,c234,2
11697,c1,c234,0
11698,c234,c234,2
11699,c234,c234,4
11700,c234,c234,4
11701,c234,c1,0
11702,c234,c1,4
11703,c234,c5,0
11704,c5,c5,4
11705,c234,c5,4
11706,c1,c1,3
11707,c5,c5,2
11708,c1,c1,0
11709,c1,c234,0
11710,c5,c1,3
11711,c5,c5,2
11712,c5,c5,3
11713,c5,c5,0
11714,c234,c1,4
11715,c234,c5,1
11716,c5,c234,2
11717,c5,c1,2
11718,c5,c5,1
11719,c1,c1,0
11720,c1,c1,2
11721,c5,c5,0
11722,c5,c5,4
11723,c234,c5,1
11724,c5,c234,1
11725,c234,c234,3
11726,c1,c234,3
11727,c234,c5,2
11728,c234,c5,2
11729,c234,c234,0
11730,c234,c5,4
11731,c234,c234,0
11732,c5,c5,0
11733,c5,c1,4
11734,c234,c5,2
11735,c5,c5,1
11736,c234,c5,3
11737,c5,c234,0
11738,c234,c234,3
11739,c1,c1,2
11740,c5,c5,3
11741,c234,c5,1
11742,c234,c234,1
11743,c5,c1,2
11744,c234,c1,3
11745,c234,c5,3
11746,c1,c5,3
11747,c234,c1,1
11748,c5,c5,3
11749,c1,c5,2
11750,c1,c1,2
11751,c5,c5,3
11752,c1,c5,4
11753,c1,c234,3
11754,c5,c5,4
11755,c5,c234,2
11756,c5,c234,1
11757,c1,c5,2
11758,c234,c5,3
11759,c234,c5,3
11760,c234,c234,3
11761,c5,c234,2
11762,c5,c5,1
11763,c1,c5,3
11764,c5,c5,0
11765,c5,c5,0
11766,c1,c1,3
11767,c1,c1,2
11768,c1,c5,2
11769,c5,c5,1
11770,c5,c5,4
11771,c1,c5,4
11772,c234,c5,3
11773,c1,c5,2
11774,c5,c5,0
11775,c234,c5,0
11776,c1,c1,0
11777,c5,c234,4
11778,c1,c1,4
11779,c5,c1,2
11780,c1,c5,1
11781,c5,c1,3
11782,c5,c234,0
11783,c1,c5,3
11784,c5,c1,3
11785,c234,c234,2
11786,c5,c234,2
11787,c1,c1,0
11788,c234,c234,2
11789,c1,c1,4
11790,c234,c1,1
11791,c5,c5,3
11792,c1,c234,1
11793,c5,c5,1
11794,c1,c1,4
11795,c234,c234,4
11796,c5,c5,4
11797,c5,c5,1
11798,c234,c234,4
11799,c5,c5,0
11800,c234,c1,3
11801,c234,c234,0
11802,c5,c234,1
11803,c234,c5,3
11804,c234,c234,1
11805,c1,c234,2
11806,c234,c5,3
11807,c5,c234,0
11808,c5,c1,0
11809,c1,c1,4
11810,c1,c1,4
11811,c234,c234,0
11812,c234,c234,3
11813,c1,c5,2
11814,c5,c5,3
11815,c5,c1,3
11816,c5,c234,3
11817,c1,c1,1
11818,c5,c234,1
11819,c1,c5,0
11820,c5,c5,2
11821,c234,c1,1
11822,c1,c1,3
11823,c5,c5,3
11824,c5,c234,4
11825,c1,c1,2
11826,c5,c5,4
11827,c1,c234,2
11828,c234,c5,2
11829,c5,c234,3
11830,c5,c5,0
11831,c1,c1,2
11832,c1,c5,2
11833,c1,c1,0
11834,c1,c234,0
11835,c5,c5,0
11836,c5,c5,0
11837,c234,c1,2
11838,c1,c1,4
11839,c1,c5,2
11840,c1,c234,3
11841,c1,c234,4
11842,c234,c1,2
11843,c1,c234,2
11844,c234,c234,4
11845,c1,c234,1
11846,c1,c234,2
11847,c5,c1,3
11848,c234,c1,2
11849,c234,c1,1
11850,c1,c234,1
11851,c1,c1,3
11852,c1,c234,0
11853,c5,c5,0
11854,c5,c234,0
11855,c5,c5,4
11856,c1,c1,2
11857,c5,c234,0
11858,c5,c234,1
11859,c1,c1,2
11860,c234,c1,3
11861,c1,c234,3
11862,c234,c234,4
11863,c1,c1,4
11864,c234,c1,1
11865,c5,c5,2
11866,c234,c234,0
11867,c1,c1,4
11868,c5,c234,1
11869,c234,c1,3
11870,c1,c5,4
11871,c234,c1,2
11872,c1,c1,1
11873,c234,c5,1
11874,c1,c1,2
11875,c234,c1,0
11876,c5,c5,0
11877,c5,c234,4
11878,c1,c1,3
11879,c234,c5,4
11880,c5,c5,2
11881,c234,c5,3
11882,c234,c1,4
11883,c234,c5,1
11884,c5,c5,2
11885,c234,c5,3
11886,c234,c5,2
11887,c1,c1,1
11888,c234,c5,4
11889,c234,c234,2
11890,c234,c234,0
11891,c234,c5,2
11892,c234,c234,3
11893,c1,c1,2
11894,c234,c1,0
11895,c5,c1,2
11896,c1,c1,3
11897,c1,c1,3
11898,c5,c1,2
11899,c1,c1,2
